participant_id,age,employment,ethnicity,gender,language,language2,level_of_education,location,group_id,work,area_of_work,discipline,agreeableness,conscientiousness,extraversion,neuroticism,openness,perceived_creativity,time_perception,number_perception,effort,role,relationship_importance,feedback_importance
i36134,27,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Male,No but I speak it fluently,Thai,Undergraduate degree (BA/BSc/other),Asia,36132,5,0,Engineering and technology,3.25,4.25,2.75,4.0,2.0,3.0,1.0,5.0,40%-60%,Generating ideas,1.0,1.0
i36136,28,Not in paid work - student,Chinese / Chinese British,Male,No,Cantonese,Graduate degree (MA/MSc/MPhil/other),Asia,36132,3,"Teacher, training and education",Linguistics,4.25,2.25,3.75,3.5,4.75,4.0,1.0,4.0,60%-80%,Generating and evaluating ideas,4.0,4.0
i34817,28,Unemployed (and job seeking),"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No,Urdu,Graduate degree (MA/MSc/MPhil/other),Asia,34813,4,"Business, consulting and management",Business and management,4.0,3.5,3.75,2.5,3.75,3.0,3.0,4.0,60%-80%,Generating and evaluating ideas,4.0,4.0
i34816,27,Prefer not to say,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,Yes,,Graduate degree (MA/MSc/MPhil/other),Africa,34813,5,"Accountancy, banking and finance",Business and management,3.5,3.5,3.0,3.25,2.75,5.0,4.0,4.0,40%-60%,Generating and evaluating ideas,4.0,3.0
i34818,29,Self-employed,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,Yes,Hindi,Graduate degree (MA/MSc/MPhil/other),Asia,34813,6,"Business, consulting and management",Business and management,5.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,60%-80%,Evaluating ideas,4.0,4.0
i34502,34,Unemployed (and job seeking),"White - British, Irish, other",Female,Yes,,Graduate degree (MA/MSc/MPhil/other),North America,34498,10,Energy and utilities,Business and management,4.0,3.0,4.25,2.0,4.75,5.0,3.0,2.0,60%-80%,Moderating the discussion,4.0,3.0
i34501,36,Unemployed (and job seeking),"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Male,No,Indonesian,Graduate degree (MA/MSc/MPhil/other),Asia,34498,12,"Business, consulting and management",Business and management,3.5,3.25,3.5,3.75,4.75,4.0,5.0,2.0,60%-80%,Evaluating ideas,4.0,4.0
i34500,32,Not in paid work - student,Mixed race - Other,Male,Yes,,Graduate degree (MA/MSc/MPhil/other),Africa,34498,10,Energy and utilities,Business and management,3.5,3.25,2.75,1.25,4.0,4.0,2.0,2.0,60%-80%,Generating ideas,4.0,4.0
i35526,27,Unemployed (and job seeking),Chinese / Chinese British,Female,No,Cantonese,Doctorate degree (PhD/other),Asia,35524,1,Healthcare,Medicine and health,5.0,3.75,5.0,1.25,4.75,2.0,2.0,2.0,60%-80%,Generating and evaluating ideas,4.0,4.0
i35528,22,Not in paid work - student,"White - British, Irish, other",Male,No but I speak it fluently,Macedonian,Undergraduate degree (BA/BSc/other),Europe,35524,0,0,Political science,4.75,4.0,4.75,1.0,4.75,3.0,3.0,4.0,40%-60%,Generating and evaluating ideas,3.0,4.0
i35525,22,Unemployed (and job seeking),Chinese / Chinese British,Female,No but I speak it fluently,Manderin,Graduate degree (MA/MSc/MPhil/other),Asia,35524,1,"Accountancy, banking and finance",Law,2.25,3.0,2.75,1.5,2.25,2.0,4.0,5.0,Below 20%,Moderating the discussion,4.0,4.0
i35527,24,Not in paid work - student,Chinese / Chinese British,Male,No but I speak it fluently,Chinese,Graduate degree (MA/MSc/MPhil/other),Asia,35524,0,0,Engineering and technology,4.5,3.25,1.75,3.5,3.0,3.0,4.0,4.0,60%-80%,Generating and evaluating ideas,4.0,4.0
i35530,31,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No but I speak it fluently,Bahasa Indonesia,Graduate degree (MA/MSc/MPhil/other),Asia,35524,6,"Business, consulting and management",Business and management,4.25,3.5,3.5,1.75,3.75,4.0,4.0,4.0,80%-100%,Generating and evaluating ideas,5.0,5.0
i35531,29,Full-time employed,Prefer not to say,Male,No but I speak it fluently,Bahasa Indonesia,Undergraduate degree (BA/BSc/other),Asia,35524,5,"Accountancy, banking and finance",Earth science,3.0,3.25,3.0,2.5,2.5,4.0,4.0,2.0,40%-60%,Generating and evaluating ideas,4.0,4.0
i34680,29,Unemployed (and job seeking),"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,Yes,,Graduate degree (MA/MSc/MPhil/other),Asia,36473,6,"Business, consulting and management",Business and management,4.25,4.25,4.0,2.75,2.75,4.0,4.0,3.0,60%-80%,Generating ideas,4.0,4.0
i34679,27,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No,Indonesian,Graduate degree (MA/MSc/MPhil/other),Asia,36473,5,"Accountancy, banking and finance",Business and management,4.0,3.25,2.75,4.0,3.25,4.0,4.0,4.0,40%-60%,Generating and evaluating ideas,3.0,2.0
i34681,27,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No,,Graduate degree (MA/MSc/MPhil/other),Asia,36473,4,"Business, consulting and management",Business and management,3.0,3.0,3.0,3.75,3.0,4.0,1.0,2.0,40%-60%,Generating and evaluating ideas,4.0,3.0
i36479,36,Unemployed (and job seeking),"Black / Black British - Caribbean, African, other",Female,Yes,,Undergraduate degree (BA/BSc/other),Africa,36473,6,Science and pharmaceuticals,Medicine and health,5.0,5.0,3.0,2.25,5.0,4.0,5.0,5.0,60%-80%,Generating and evaluating ideas,4.0,5.0
i36480,32,Unemployed (and job seeking),"Black / Black British - Caribbean, African, other",Female,Yes,,Undergraduate degree (BA/BSc/other),Africa,36473,6,Science and pharmaceuticals,Medicine and health,3.5,3.0,3.5,3.0,2.5,3.0,4.0,5.0,80%-100%,Generating and evaluating ideas,4.0,4.0
i36481,35,Part-time employed,"Black / Black British - Caribbean, African, other",Female,No but I speak it fluently,Igbo,Undergraduate degree (BA/BSc/other),Africa,36473,5,Healthcare,Medicine and health,4.75,5.0,3.0,2.5,4.75,4.0,5.0,5.0,80%-100%,Generating and evaluating ideas,4.0,4.0
i35305,27,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Male,Yes,,Undergraduate degree (BA/BSc/other),Asia,35303,4,Law,Law,3.0,4.0,3.0,3.0,3.5,5.0,2.0,5.0,60%-80%,Generating and evaluating ideas,4.0,4.0
i35306,29,Full-time employed,Other ethnic group,Male,No,Bahasa Indonesia,Undergraduate degree (BA/BSc/other),Asia,35303,6,"Accountancy, banking and finance",Earth science,3.0,3.25,3.25,2.0,2.5,4.0,3.0,4.0,40%-60%,Generating and evaluating ideas,4.0,4.0
i35307,20,Not in paid work - student,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No,Tamil,Undergraduate degree (BA/BSc/other),Asia,35303,0,0,Engineering and technology,3.5,3.25,3.25,3.5,4.0,2.0,1.0,4.0,40%-60%,Generating and evaluating ideas,3.0,4.0
i34806,29,Self-employed,"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,Yes,Hindi,Graduate degree (MA/MSc/MPhil/other),Asia,34785,6,"Business, consulting and management",Biology,4.75,4.25,5.0,2.75,3.75,5.0,5.0,5.0,80%-100%,Moderating the discussion,5.0,5.0
i34803,28,Unemployed (and job seeking),"Asian / Asian British - Indian, Pakistan, Bangladeshi, other",Female,No,Urdu,Graduate degree (MA/MSc/MPhil/other),Asia,34785,4,"Business, consulting and management",Business and management,4.25,3.5,3.75,2.0,3.75,4.0,3.0,3.0,40%-60%,Evaluating ideas,4.0,4.0
i34808,27,Prefer not to say,"Black / Black British - Caribbean, African, other",Female,Yes,,Graduate degree (MA/MSc/MPhil/other),Africa,34785,5,"Accountancy, banking and finance",Business and management,3.25,2.75,3.75,2.5,2.5,5.0,4.0,4.0,40%-60%,Evaluating ideas,4.0,2.0
i34805,26,Not in paid work - student,Prefer not to say,Male,No,,Graduate degree (MA/MSc/MPhil/other),Prefer not to say,34785,0,0,Mathematics,2.25,3.25,1.5,4.0,5.0,3.0,1.0,2.0,40%-60%,Generating and evaluating ideas,1.0,1.0
i34807,32,Not in paid work - student,"White - British, Irish, other",Male,Yes,,Graduate degree (MA/MSc/MPhil/other),North America,34785,3,Information technology,Computer science,3.25,3.75,3.25,1.5,4.0,5.0,2.0,1.0,80%-100%,Generating and evaluating ideas,5.0,5.0
i34804,32,Unemployed (and job seeking),"White - British, Irish, other",Male,Yes,,Graduate degree (MA/MSc/MPhil/other),Africa,34785,10,Energy and utilities,Business and management,2.75,3.5,2.75,1.5,4.5,4.0,2.0,1.0,40%-60%,Keeping notes,3.0,5.0
